25021~2040A ,      1651,   0.07521
25021~2040A ,      1648,   0.99900
25021~2040A ,      1647,   0.00060
25021~1866A ,      1682,   0.00392
25021~1866A ,      1681,   0.92843
25021~1866A ,      1659,   0.00038
25021~2027B ,      1707,   0.99483
25021~2027B ,      1708,   0.00357
25021~02033 ,      1706,   0.15040
25021~02033 ,      1709,   0.99548
25021~02033 ,      1710,   0.99575
25021~02033 ,      1711,   0.00041
25021~01870 ,      1675,   0.00185
25021~01870 ,      1678,   0.00376
25021~01870 ,      1677,   0.98344
25021~01870 ,      1623,   0.05374
25021~01870 ,      1681,   0.00504
25021~01870 ,      1680,   0.00689
25021~01870 ,      1656,   0.00105
25021~1969B ,      1627,   0.00040
25021~1969B ,      1621,   0.00697
25021~1969B ,      1626,   0.94522
25021~01867 ,      1678,   0.00113
25021~01867 ,      1681,   0.06502
25021~01867 ,      1680,   0.99311
25021~01864 ,      1684,   0.00106
25021~01864 ,      1710,   0.00177
25021~01864 ,      1685,   0.92158
25021~01864 ,      1683,   0.00087
25021~1869A ,      1687,   0.20147
25017~1475B ,       541,   0.99625
25017~1475B ,       540,   0.00031
25017~1475B ,       546,   0.00077
25017~1475B ,       539,   0.00539
25017~1475B ,       528,   0.00645
25017~1475B ,       527,   0.00861
25017~1513A ,       552,   0.99008
25017~1513A ,       554,   0.02106
25017~1513A ,       553,   0.00039
25017~1513A ,       551,   0.00386
25017~1522B ,       558,   0.00122
25017~1522B ,       573,   0.02495
25017~1522B ,       556,   0.99736
25017~1522B ,       555,   0.00789
25017~1522B ,       554,   0.04212
25017~1161B ,       916,   0.00209
25017~1161B ,       918,   0.01674
25017~1161B ,       917,   0.92265
25017~1511A ,       571,   0.99787
25017~1511A ,       570,   0.00312
25017~1264A ,       720,   0.01368
25017~1264A ,       718,   0.99222
25017~1515B ,       557,   0.00315
25017~1515B ,       623,   0.00911
25017~1515B ,       621,   0.00214
25017~1515B ,       556,   0.00038
25017~1515B ,       555,   0.98873
25017~1475A ,       541,   0.00219
25017~1475A ,       540,   0.00031
25017~1475A ,       546,   0.00346
25017~1475A ,       539,   0.99212
25017~1475A ,       537,   0.00067
25017~1513B ,       572,   0.00279
25017~1513B ,       552,   0.00470
25017~1513B ,       573,   0.00624
25017~1513B ,       554,   0.93609
25017~01328 ,       506,   0.99781
25017~01328 ,       477,   0.00401
25017~1524B ,       568,   0.98727
25017~1524B ,       569,   0.01010
25017~1524B ,       566,   0.02186
25017~1474C ,       541,   0.00156
25017~1474C ,       540,   0.99295
25017~1474C ,       539,   0.00124
25017~1474C ,       537,   0.00067
25017~01330 ,       515,   0.00042
25017~01330 ,       522,   0.00647
25017~01330 ,       518,   0.98872
25017~01330 ,       521,   0.00388
25017~01470 ,       522,   0.03930
25017~01470 ,       534,   0.01846
25017~01470 ,       520,   0.00075
25017~01470 ,       521,   0.98563
25017~01467 ,       542,   0.00037
25017~01467 ,       536,   0.99769
25017~1734B ,       929,   0.99657
25017~1734B ,       928,   0.00033
25017~1734B ,       922,   0.00032
25017~1734B ,       911,   0.00029
25009~0839B ,       813,   0.00040
25009~0839B ,       812,   0.50999
25017~1616A ,       719,   0.00145
25017~1616A ,       622,   0.98138
25017~1616A ,       618,   0.00470
25017~1616A ,       624,   0.00049
25009~0831C ,       805,   0.00324
25009~0831C ,       803,   0.02165
25009~0831C ,       804,   0.96726
25009~0831C ,       783,   0.00044
25023~02109 ,      2424,   0.03414
25023~02109 ,      2423,   0.61207
25023~02101 ,      2424,   0.96419
25023~02101 ,      2425,   0.00037
25023~02104 ,      2423,   0.38793
25023~02104 ,      2427,   0.39670
25023~02341 ,      2413,   0.52332
25023~02341 ,      2414,   0.33126
25023~02105 ,      3560,   0.00039
25023~02105 ,      2425,   0.99963
25023~02105 ,      2432,   0.78799
25023~02105 ,      2433,   0.22709
25023~02105 ,      2438,   0.15117
25023~02105 ,      2429,   0.00030
25023~02105 ,      2426,   1.00000
25023~02106 ,      2427,   0.60330
25023~02106 ,      2434,   0.02078
25023~02106 ,      2428,   0.00081
25023~02100 ,      2432,   0.02614
25023~02100 ,      2430,   0.74387
25023~02100 ,      2436,   0.00147
25023~02100 ,      2434,   0.02439
25023~02100 ,      2428,   0.99919
25023~02100 ,      2429,   0.74748
25023~02340 ,      2413,   0.25360
25023~02340 ,      2410,   0.07687
25023~02335 ,      2411,   0.46431
25023~02335 ,      2410,   0.83821
25023~02335 ,      1760,   0.00101
25023~02339 ,      2413,   0.20738
25023~02339 ,      2414,   0.01946
25023~02339 ,      2411,   0.32038
25023~02339 ,      2412,   0.03898
25023~02339 ,      2410,   0.07945
25021~2029A ,      1735,   0.00184
25021~2029A ,      1719,   0.11479
25021~2029A ,      1722,   0.00106
25021~2029A ,      1720,   0.99833
25023~02158 ,      1759,   0.40194
25023~02158 ,      1761,   0.27790
25023~02158 ,      1760,   0.00034
25023~02158 ,      1749,   0.00032
25023~02157 ,      1760,   0.06682
25023~02157 ,      1762,   0.16708
